Company Name,Website,Κατηγορία,Email,Facebook,LinkedIn,Instagram,YouTube,Twitter,TikTok,YouBeHero,YouBeHero URL (from YouBeHero),Desmos,Name (from Desmos),ACF,Name (from ACF),WebsiteAudits,ngoHeroes,Name (from ngoHeroes),Social Dynamo,SocialDynamo URL (from Social Dynamo),Ethelon,Ethelon URL (from Ethelon),Media Items,HubSpot Company ID,Last Modified,Διεύθυνση,Πόλη,WordPress
Εταιρεία Κοινωνικής και Πολιτιστικής Στήριξης Παλιννοστούντων Ομογενών «ΝΟΣΤΟΣ»,https://nostos.org.gr/,,info@nostos.org.gr,https://www.facebook.com/ngonostos,https://www.linkedin.com/company/nostos-ngo/,https://www.instagram.com/ekpospo_nostos/,,,,,,,,,,,,,,,,,,10019907576,9/6/2024 6:10pm,,,No
ΝΩΜΩ,https://nwmw.gr/,,,https://www.facebook.com/nwmw.gr/,https://www.linkedin.com/company/nwmw/,https://www.instagram.com/nwmw.gr/,https://www.youtube.com/channel/UCk9rZq7fj1i0YeYEdf_vrMg,,,,,,,,,,,,,,,,,10404904669,9/6/2024 6:10pm,,,No
ΟΑΣΙΣ,https://oasis.org.gr/,,oasis@oasis.org.gr,https://www.facebook.com/Damianos.Oasis/,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%bf%ce%b1%cf%83%ce%b9%cf%83-%ce%b1-%ce%bc-%ce%ba-%ce%b5%cf%84%ce%b1%ce%b9%cf%81%ce%af%ce%b1-%cf%85%cf%80%ce%bf%cf%83%cf%84%ce%ae%cf%81%ce%b9%ce%be%ce%b7%cf%82-%ce%b5%ce%be%ce%b1%cf%81%cf%84%ce%b7%ce%bc%ce%ad%ce%bd%cf%89%ce%bd-%ce%b1%cf%84%cf%8c%ce%bc%cf%89%ce%bd-%ce%b1%cf%80%ce%bf-%ce%bd%ce%b1%cf%81%ce%ba%cf%89%cf%84%ce%b9%ce%ba%ce%ac%ce%b1%ce%bb%ce%ba%ce%bf%cf%8c%ce%bb%cf%84%ce%b6%cf%8c%ce%b3%ce%bf-%ce%b4%ce%b9%ce%b1%ce%b4%ce%af%ce%ba%cf%84%cf%85%ce%bf/,https://ngoheroes.gr/company/%ce%bf%ce%b1%cf%83%ce%b9%cf%83-%ce%b1-%ce%bc-%ce%ba-%ce%b5%cf%84%ce%b1%ce%b9%cf%81%ce%af%ce%b1-%cf%85%cf%80%ce%bf%cf%83%cf%84%ce%ae%cf%81%ce%b9%ce%be%ce%b7%cf%82-%ce%b5%ce%be%ce%b1%cf%81%cf%84%ce%b7%ce%bc%ce%ad%ce%bd%cf%89%ce%bd-%ce%b1%cf%84%cf%8c%ce%bc%cf%89%ce%bd-%ce%b1%cf%80%ce%bf-%ce%bd%ce%b1%cf%81%ce%ba%cf%89%cf%84%ce%b9%ce%ba%ce%ac%ce%b1%ce%bb%ce%ba%ce%bf%cf%8c%ce%bb%cf%84%ce%b6%cf%8c%ce%b3%ce%bf-%ce%b4%ce%b9%ce%b1%ce%b4%ce%af%ce%ba%cf%84%cf%85%ce%bf/,,,,,,9947920871,9/6/2024 6:10pm,,,No
Odyssea,https://odyssea.com/,,info@odyssea.com,https://www.facebook.com/OdysseaGreece/,https://www.linkedin.com/company/odyssea-ngo/,https://www.instagram.com/odyssea_athens/,,,,,,,,,,,"https://ngoheroes.gr/company/odyssea/,https://ngoheroes.gr/company/odyssea-3/","https://ngoheroes.gr/company/odyssea/, https://ngoheroes.gr/company/odyssea-3/",,,,,,9947920843,9/6/2024 6:10pm,"Nikiforou Mandilara 17, Renti 182 33, Athens, Greece",,Yes
Οικανός,https://oikanos.gr/,Υγεία,info@oikanos.gr,https://www.facebook.com/oikanos,https://www.linkedin.com/company/oikanos/,https://www.instagram.com/oikanos/,https://www.youtube.com/@oikanos,,,,,,,,,,,,,,http://www.ethelon.org/ngo/koinsep-frontida-sto-spiti/,http://www.ethelon.org/ngo/koinsep-frontida-sto-spiti/,,9981944798,9/6/2024 6:10pm,,,No
Ίδρυμα Ανοικτής Γνώσης Ελλάδας – Open Knowledge Foundation GR,https://okfn.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/idryma-anoichtis-gnosis-elladas/,https://www.activecitizensfund.gr/foreas/idryma-anoichtis-gnosis-elladas/,,,,,,,,,9984837842,9/6/2024 6:10pm,,,Yes
Δρόμοι της Ελιάς,https://olivetreeroute.gr/,,info@olivetreeroute.gr,,https://www.linkedin.com/company/routes-of-the-olive-tree/,,,,,,,,,,,,,,,,,,,10019471559,9/6/2024 6:10pm,,,No
Ομάδα Αιγαίου,https://omadaaigaiou.gr/,,info@omadaaigaiou.gr,https://www.facebook.com/omadaaigaiou,https://www.linkedin.com/company/%CE%BF%CE%BC%CE%AC%CE%B4%CE%B1-%CE%B1%CE%B9%CE%B3%CE%B1%CE%AF%CE%BF%CF%85-%E2%80%94-omada-aigaiou/,https://www.instagram.com/omadaaigaiou/,https://www.youtube.com/user/omadaaigaiougr,,,,,,,,,,,,,,,,,10402666708,9/6/2024 6:10pm,,,Yes
Ομάδα εθελοντών Alex,https://omadaethelontonalex.blogspot.com/,,omada.alex@gmail.com,https://www.facebook.com/omadaalex,https://www.linkedin.com/company/%CE%BF%CE%BC%CE%AC%CE%B4%CE%B1-%CE%B5%CE%B8%CE%B5%CE%BB%CE%BF%CE%BD%CF%84%CF%8E%CE%BD-alex/,,,,,,,,,,,,,,,,,,,10730143961,9/6/2024 6:10pm,,,No
ΣΕ ΑΝΑΜΟΝΗ / ON HOLD,https://onhold.gr/,,,,,,,,,,,,,,,,https://ngoheroes.gr/company/on-hold-amke-%cf%83%ce%b5-%ce%b1%ce%bd%ce%b1%ce%bc%ce%bf%ce%bd%ce%b7-%ce%b1%ce%bc%ce%ba%ce%b5/,https://ngoheroes.gr/company/on-hold-amke-%cf%83%ce%b5-%ce%b1%ce%bd%ce%b1%ce%bc%ce%bf%ce%bd%ce%b7-%ce%b1%ce%bc%ce%ba%ce%b5/,,,,,,9947920873,9/6/2024 6:10pm,,,Yes
Καθ΄Οδόν,https://ontheway.gr/,,contact@ontheway.gr,https://www.facebook.com/groups/419515665263427,,https://www.instagram.com/on_the_way_athens/,,,,https://www.youbehero.com/gr/cause/kath-odon,https://www.youbehero.com/gr/cause/kath-odon,,,,,,,,,,,,,10218589943,9/6/2024 6:10pm,,,Yes
Openous,https://openous.org/,,info@openous.org,https://www.facebook.com/openous/,https://www.linkedin.com/company/openous-ngo/,https://www.instagram.com/openous_org/,,,,https://www.youbehero.com/gr/cause/openous,https://www.youbehero.com/gr/cause/openous,,,https://www.activecitizensfund.gr/foreas/6488/,https://www.activecitizensfund.gr/foreas/6488/,,https://ngoheroes.gr/company/openous/,https://ngoheroes.gr/company/openous/,,,http://www.ethelon.org/ngo/openous/,http://www.ethelon.org/ngo/openous/,,9948091361,9/6/2024 6:10pm,,,No
Όραμα Ελπίδας,https://oramaelpidas.gr/,,info@oramaelpidas.gr,https://www.facebook.com/oramaelpidas,,https://www.instagram.com/oramaelpidas/,https://www.youtube.com/channel/UCqURbAcZwDQ6NFcWozs56nQ,https://twitter.com/OramaElpidas,,,,,,,,,,,,,,,,9948179940,9/6/2024 6:10pm,,,Yes
Orlando LGBT+,https://orlandolgbt.gr/,Υγεία,contact@orlandolgbt.gr,https://www.facebook.com/orlandolgbt.gr/,https://www.linkedin.com/company/orlandolgbt/,https://www.instagram.com/orlandolgbt.gr,,https://twitter.com/OrlandoLGBT_gr,,,,,,,,,,,,,,,,10109177292,9/6/2024 6:10pm,,,Yes
Ελληνική Ορνιθολογική Εταιρεία,https://ornithologiki.gr/,,info@ornithologiki.gr,https://www.facebook.com/BirdlifeGreece/,https://www.linkedin.com/company/-birdlife-greece/,https://www.instagram.com/ornithologiki,,,,,,,,,,,,,,,,,,9958411506,9/6/2024 6:10pm,,,No
Σύλλογος Σκελετικής Υγείας Πεταλούδα,https://osteocare.gr/,Υγεία,info@osteocare.gr,https://www.facebook.com/osteocaregr/,https://www.linkedin.com/company/osteocaregr/,https://www.instagram.com/petalouda_team,https://www.youtube.com/channel/UCg1hZ-aYDe_iLoSzAsXTrgg,,,https://www.youbehero.com/gr/cause/sillogos-petalouda,https://www.youbehero.com/gr/cause/sillogos-petalouda,,,,,,https://ngoheroes.gr/company/syllogos-skeletikis-ygeias-petaloyda/,https://ngoheroes.gr/company/syllogos-skeletikis-ygeias-petaloyda/,,,http://www.ethelon.org/ngo/petalouda/,http://www.ethelon.org/ngo/petalouda/,,9947964112,9/6/2024 6:10pm,,,No
Παιδική Χαρά,https://paidikihara.com/,,info@paidikihara.com,https://www.facebook.com/paidikihara,,https://www.instagram.com/paidiki_hara/,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/παιδικη-χαρα/,http://www.ethelon.org/ngo/παιδικη-χαρα/,,10419852786,9/6/2024 6:10pm,,,No
ΠΑΙΖΟΝΤΑΣ,https://paizontas.gr/,,info@paizontas.gr,https://www.facebook.com/Paizontas/,https://www.linkedin.com/company/paizontas/,,https://www.youtube.com/channel/UCqb6EotvFCbLDlo6_ZWWwYw,,,,,,,,,,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%b9%ce%b6%ce%bf%ce%bd%cf%84%ce%b1%cf%83/,https://ngoheroes.gr/company/%cf%80%ce%b1%ce%b9%ce%b6%ce%bf%ce%bd%cf%84%ce%b1%cf%83/,,,http://www.ethelon.org/ngo/playing-ngo/,http://www.ethelon.org/ngo/playing-ngo/,,9948080578,9/6/2024 6:10pm,,,Yes
Πανελλήνιος Σύλλογος Μεταμοσχευμένων Μυελού Οστών «ΠΑΣΜΜΟ»,https://pasmmo.gr/,Υγεία,,https://www.facebook.com/pasmmo/,,,,,,,,,,,,,,,,,,,,10729962452,9/6/2024 6:10pm,,,Yes
Πανελλήνια Ένωση Διαβήτη,https://ped.com.gr/,Υγεία,info@ped.com.gr,,,,,,,,,,,,,,,,,,,,,10439024345,9/6/2024 6:10pm,,,Yes
Αντιμετώπιση Παιδικού Τραύματος,https://pedtrauma.gr/,Υγεία,info@pedtrauma.gr,https://www.facebook.com/pedtrauma/,https://www.linkedin.com/company/pediatric-trauma-care/,,https://www.youtube.com/channel/UCJSvmq9iYSTmTwYUdmhhxdw,,,,,,,,,,https://ngoheroes.gr/company/%ce%b1%ce%bd%cf%84%ce%b9%ce%bc%ce%b5%cf%84%cf%8e%cf%80%ce%b9%cf%83%ce%b7-%cf%80%ce%b1%ce%b9%ce%b4%ce%b9%ce%ba%ce%bf%cf%8d-%cf%84%cf%81%ce%b1%cf%8d%ce%bc%ce%b1%cf%84%ce%bf%cf%82/,https://ngoheroes.gr/company/%ce%b1%ce%bd%cf%84%ce%b9%ce%bc%ce%b5%cf%84%cf%8e%cf%80%ce%b9%cf%83%ce%b7-%cf%80%ce%b1%ce%b9%ce%b4%ce%b9%ce%ba%ce%bf%cf%8d-%cf%84%cf%81%ce%b1%cf%8d%ce%bc%ce%b1%cf%84%ce%bf%cf%82/,,,,,,9947964108,9/6/2024 6:10pm,,,Yes
Pelagoo,https://pelagoo.org/,,support@pelagoo.org,https://www.facebook.com/pelagoo,https://www.linkedin.com/company/pelagoo/,https://www.instagram.com/pelagoo_/,,,,,,,,,,,,,,,,,,10364229067,9/6/2024 6:10pm,,,No
Πελοποννησιακό Ινστιτούτο Τεχνών,https://peloponnesianinstituteofarts.org/,Πολιτισμός,,https://www.facebook.com/profile.php?id=100077396296548,https://www.linkedin.com/company/peloponnesian-institute-of-arts/,,https://www.youtube.com/channel/UCNZS13I_8DWkKICCFaMmemg,,,,,,,,,,,,,,,,,10730334443,9/6/2024 6:10pm,,,Yes
Περπατώ - Σύλλογος Ατόμων Με Κινητικά Προβλήματα Και Φίλων Ν. Ροδόπης,https://perpato.gr/,,info@perpato.gr,https://www.facebook.com/syllogosperpato,https://www.linkedin.com/company/perpato/,,,,,,,http://www.desmosdirect.org/Profiles/7c711d41-c3bd-4b5b-82cd-f535bcbeb175/syllogos-perpatw,http://www.desmosdirect.org/Profiles/7c711d41-c3bd-4b5b-82cd-f535bcbeb175/syllogos-perpatw,https://www.activecitizensfund.gr/foreas/syllogos-atomon-me-kinitika-provlimata-kai-filon-n-rodopis-perpato/,https://www.activecitizensfund.gr/foreas/syllogos-atomon-me-kinitika-provlimata-kai-filon-n-rodopis-perpato/,,https://ngoheroes.gr/company/%cf%83%cf%8d%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%82-%cf%80%ce%b5%cf%81%cf%80%ce%b1%cf%84%cf%89/,https://ngoheroes.gr/company/%cf%83%cf%8d%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%82-%cf%80%ce%b5%cf%81%cf%80%ce%b1%cf%84%cf%89/,,,,,,9948178423,9/9/2024 11:31am,,,No
PHILARTIA,https://philartia.gr/,,,,,,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/πολιτιστική-αστική-μη-κερδοσκοπική-ε/,http://www.ethelon.org/ngo/πολιτιστική-αστική-μη-κερδοσκοπική-ε/,,10405853944,9/6/2024 6:10pm,,,No
Phylis AUTh,https://phylis.gr/,,phylis.auth@gmail.com,https://www.facebook.com/phylis.auth,https://www.linkedin.com/company/phylis-auth/,https://www.instagram.com/phylis.auth,,,,,,,,,,,,,,,,,,10730035938,3/21/2024 12:53am,,,
Σύλλογος Καρκινοπαθών Πιερίας,https://pieriacancer.gr/,Υγεία,skkpierias@gmail.com,https://www.facebook.com/PieriaCancerPatients/,,https://www.instagram.com/pieriacancerpatients/,,https://twitter.com/skkpierias,,,,,,,,,,,,,,,,10730270154,9/6/2024 6:10pm,,,No
Planeta de TODOS,https://planetadetodos.com.br/,Προσφυγικό,,https://www.facebook.com/planetatodos/,https://www.linkedin.com/company/planeta-de-todos/,https://www.instagram.com/planetatodos,https://www.youtube.com/channel/UC8eKmMslVvzIAq6XQgTvcFA,,,,,,,,,,,,,,,,,10730147514,9/6/2024 6:10pm,,,Yes
Police Action - Δράση Αστυνομικών για τα Δικαιώματα του Ανθρώπου,https://policeaction.gr/,Δικαιώματα,drasi.astynomikon@gmail.com,https://www.facebook.com/PoliceActionForHumanRights,https://www.linkedin.com/company/police-action-for-human-rights/,,,,,,,,,,,,,,,,,,,10404881884,9/6/2024 6:10pm,,,Yes
Πολιτιστικός Σύλλογος Τυμπακίου,https://politistikostimbaki.wixsite.com/officialpage,,politistikostimbaki@gmail.com,https://www.facebook.com/pstimbakiou,https://www.linkedin.com/company/cultural-association-of-timbaki/,,,,,,,,,,,,,,,,,,,10730035935,9/6/2024 6:10pm,,,No
Θετική Φωνή – Σύλλογος Οροθετικών Ελλάδος,https://positivevoice.gr/,Υγεία,info@positivevoice.gr,https://www.facebook.com/thetikifoni/,https://www.linkedin.com/company/positivevoice/,https://www.instagram.com/positivevoicegr/,https://www.youtube.com/user/positivevoicegr,https://twitter.com/positivevoicegr,,,,,,https://www.activecitizensfund.gr/foreas/syllogos-orothetikon-elladas-thetiki-foni/,https://www.activecitizensfund.gr/foreas/syllogos-orothetikon-elladas-thetiki-foni/,https://positivevoice.gr/,https://ngoheroes.gr/company/%ce%b8%ce%b5%cf%84%ce%b9%ce%ba%ce%ae-%cf%86%cf%89%ce%bd%ce%ae-%cf%83%cf%8d%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%82-%ce%bf%cf%81%ce%bf%ce%b8%ce%b5%cf%84%ce%b9%ce%ba%cf%8e%ce%bd-%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%bf%cf%82/,https://ngoheroes.gr/company/%ce%b8%ce%b5%cf%84%ce%b9%ce%ba%ce%ae-%cf%86%cf%89%ce%bd%ce%ae-%cf%83%cf%8d%ce%bb%ce%bb%ce%bf%ce%b3%ce%bf%cf%82-%ce%bf%cf%81%ce%bf%ce%b8%ce%b5%cf%84%ce%b9%ce%ba%cf%8e%ce%bd-%ce%b5%ce%bb%ce%bb%ce%ac%ce%b4%ce%bf%cf%82/,,,"http://www.ethelon.org/ngo/θετική-φωνή/,http://www.ethelon.org/ngo/σύλλογος-οροθετικών-ελλάδος-θετική-φ/","http://www.ethelon.org/ngo/θετική-φωνή/, http://www.ethelon.org/ngo/σύλλογος-οροθετικών-ελλάδος-θετική-φ/",,9948178413,9/6/2024 6:10pm,"Ag. Anargiron 13, Athina 105 54",,Yes
Praksis,https://praksis.gr/,,,,,,,,,https://www.youbehero.com/gr/cause/praksis,https://www.youbehero.com/gr/cause/praksis,,,https://www.activecitizensfund.gr/foreas/praksis/,https://www.activecitizensfund.gr/foreas/praksis/,,,,,,,,,9984757182,9/6/2024 6:10pm,,,Yes
"Εικαστικό Θέατρο Κούκλας ""Πράσσειν Άλογα""",https://prasinaloga.gr/,Πολιτισμός,info@prasinaloga.gr,https://www.facebook.com/prasinaloga.gr/,,https://www.instagram.com/prasinaloga.gr/,https://www.youtube.com/channel/UCuVlntlSAejzK2af_9_kj4Q,,,https://www.youbehero.com/gr/cause/ikastiko-theatro-kouklas-prassin-aloga,https://www.youbehero.com/gr/cause/ikastiko-theatro-kouklas-prassin-aloga,,,,,,,,https://www.socialdynamo.gr/hosted_group/prassein-aloga/,https://www.socialdynamo.gr/hosted_group/prassein-aloga/,http://www.ethelon.org/ngo/εικαστικό-θέατρο-κούκλας-πράσσειν-άλ/,http://www.ethelon.org/ngo/εικαστικό-θέατρο-κούκλας-πράσσειν-άλ/,,10274598894,9/6/2024 6:10pm,,,Yes
Praxis,https://praxisgreece.com/,,praxis@praxisgreece.com,https://www.facebook.com/PraxisSerresGreece/,https://www.linkedin.com/company/praxis-greece/,https://www.instagram.com/praxis.greece/,https://www.youtube.com/channel/UCZZpA45YnxForS5faNqzOpw,,,,,,,,,,,,,,,,,10729991911,9/6/2024 6:10pm,,,No
Processwork Hub,https://processworkhub.gr/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/processwork-hub/,https://www.activecitizensfund.gr/foreas/processwork-hub/,,,,,,,,,9984617178,2/12/2024 7:46pm,,,
Project Armonia,https://projectarmonia.org/,,admin@projectarmonia.org,https://www.facebook.com/projectarmonia,https://www.linkedin.com/company/project-armonia/,https://www.instagram.com/projectarmonia/,,https://twitter.com/projectarmonia,,,,,,,,,"https://ngoheroes.gr/company/project-armonia-2/,https://ngoheroes.gr/company/project-armonia/","https://ngoheroes.gr/company/project-armonia-2/, https://ngoheroes.gr/company/project-armonia/",,,,,,9947765196,9/6/2024 6:10pm,"Avlonos 14, Athina 104 43",,Yes
Prosvation ,https://prosvation.gr/,,,https://www.facebook.com/Prosvation,https://www.linkedin.com/company/prosvation/,https://www.instagram.com/prosvation/,https://www.youtube.com/@prosvation8099,,,,,,,,,,,,,,,,,10108252886,9/6/2024 6:10pm,,,No
Proteus Social Innovation & Development,https://proteusinnovation.com/,,,https://www.facebook.com/proteusinnovation/,https://www.linkedin.com/company/proteus-social-innovation-development/,,https://www.youtube.com/channel/UCejeQj_OEu_vuPaGFGLHJag,,,,,,,,,,,,,,,,,10363912692,9/6/2024 6:10pm,,,Yes
Κυκεών - Ελληνική Εταιρία Ενθεογόνων,https://psychedelicsociety.gr/,,,https://www.facebook.com/greekpsychedelicsociety/,https://www.linkedin.com/company/greek-psychedelic-society/,https://www.instagram.com/greekpsychedelicsociety/,,,,,,,,,,,,,,,,,,10404892111,9/6/2024 6:10pm,,,No
Ινστιτούτο Κλασικής Ψυχανάλυσης,https://psychoanalysis.edu.gr/,Υγεία,,https://www.facebook.com/InstitoutoKlasikesPsychanalyses/,https://www.linkedin.com/company/institute-of-classical-psychoanalysis/,,,https://twitter.com/icp_greece,,,,,,,,,,,,,,,,10404958705,9/6/2024 6:10pm,,,Yes
Race For Autism Gr,https://raceforautism.gr/,,info@raceforautism.gr,https://www.facebook.com/profile.php?id=100069149002319,https://www.linkedin.com/company/race-for-autism-gr/,https://www.instagram.com/raceforautism.gr/,,,,,,,,,,,,,,,,,,10730334437,9/6/2024 6:10pm,,,No
Rad Music International,https://radmusicinternational.com/,Προσφυγικό,radmusicinternational@gmail.com,https://www.facebook.com/RadMusicIntenational,https://www.linkedin.com/company/rad-music-international/,https://www.instagram.com/radmusicint/,https://www.youtube.com/channel/UC74C2dHdRE861E8aEY-_96w,https://twitter.com/RADMusicInt,,,,,,,,,,,,,,,,10405085148,9/6/2024 6:10pm,,,No
Rainbow Seniors,https://rainbowseniors.eu/,Δικαιώματα,info@rainbowseniors.eu,https://www.facebook.com/RainbowSeniors/,,https://www.instagram.com/rainbow.seniors,,https://twitter.com/rainbow_seniors,,,,,,,,,,,,,,,,9982972638,9/6/2024 6:10pm,,,Yes
95 - Ελληνική Συμμαχία για τους Σπάνιους Ασθενείς,https://rarealliance.gr/,,rarealliance.gr@gmail.com,https://www.facebook.com/RareAllianceGreece,https://www.linkedin.com/company/95-rare-alliance-greece/,https://www.instagram.com/95rarealliancegreece/,,,,,,,,,,,https://ngoheroes.gr/company/95%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%ae-%cf%83%cf%85%ce%bc%ce%bc%ce%b1%cf%87%ce%af%ce%b1-%ce%b3%ce%b9%ce%b1-%cf%84%ce%bf%cf%85%cf%82-%cf%83%cf%80%ce%ac%ce%bd%ce%b9%ce%bf%cf%85%cf%82-%ce%b1%cf%83%ce%b8%ce%b5%ce%bd%ce%b5%ce%af%cf%82/,https://ngoheroes.gr/company/95%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%ae-%cf%83%cf%85%ce%bc%ce%bc%ce%b1%cf%87%ce%af%ce%b1-%ce%b3%ce%b9%ce%b1-%cf%84%ce%bf%cf%85%cf%82-%cf%83%cf%80%ce%ac%ce%bd%ce%b9%ce%bf%cf%85%cf%82-%ce%b1%cf%83%ce%b8%ce%b5%ce%bd%ce%b5%ce%af%cf%82/,,,,,,9948178419,9/6/2024 6:10pm,,,No
Ένωση Σπανίων Ασθενών Ελλάδος (ΕΣΑΕ),https://rarediseasesgreece.gr/,Υγεία,info@rarediseasesgreece.gr,https://www.facebook.com/rarediseasesgreece/,,,,,,,,,,,,,,,,,,,,10441079263,9/6/2024 6:10pm,,,Yes
ReAcTiON,https://reactionteam.gr/,,reactionauth@gmail.com,https://www.facebook.com/ReAcTiONteam/,https://www.linkedin.com/company/reaction-team/,https://www.instagram.com/reaction__auth/,,,,,,,,,,,,,,,,,,10341759967,9/6/2024 6:09pm,,,
Ανακυκλώνω Στην Πηγή,https://recycleatsource.gr/,Περιβάλλον,anakyklwnw@gmail.com,https://www.facebook.com/anakyklwnw/,https://www.linkedin.com/in/anakyklwnw-stin-pigi-690872b0/,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b1%ce%bd%ce%b1%ce%ba%cf%85%ce%ba%ce%bb%cf%8e%ce%bd%cf%89-%cf%83%cf%84%ce%b7%ce%bd-%cf%80%ce%b7%ce%b3%ce%ae/,https://ngoheroes.gr/company/%ce%b1%ce%bd%ce%b1%ce%ba%cf%85%ce%ba%ce%bb%cf%8e%ce%bd%cf%89-%cf%83%cf%84%ce%b7%ce%bd-%cf%80%ce%b7%ce%b3%ce%ae/,,,,,,9948198335,9/6/2024 6:10pm,,,Yes
Ελληνικό Φόρουμ Προσφύγων,https://refugees.gr/,,info@refugees.gr,https://www.facebook.com/Greekforumofrefugees,,,,,,,,,,,,,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%bf-%cf%86%ce%bf%cf%81%ce%bf%cf%85%ce%bc-%cf%80%cf%81%ce%bf%cf%83%cf%86%cf%85%ce%b3%cf%89%ce%bd/,https://ngoheroes.gr/company/%ce%b5%ce%bb%ce%bb%ce%b7%ce%bd%ce%b9%ce%ba%ce%bf-%cf%86%ce%bf%cf%81%ce%bf%cf%85%ce%bc-%cf%80%cf%81%ce%bf%cf%83%cf%86%cf%85%ce%b3%cf%89%ce%bd/,,,,,,9948017093,9/6/2024 6:10pm,,,No
Refugym,https://refugym.org/,Προσφυγικό,info@refugym.org,https://www.facebook.com/refugym1/,https://www.linkedin.com/company/refugym/,https://www.instagram.com/refugym_/,,,,,,,,,,,,,,,,,,10729998317,11/18/2025 6:02pm,,,No
Έλληνες Διασώστες,https://rescuegr.gr/,,info@rescuegr.gr,https://www.facebook.com/rescuegr/,https://www.linkedin.com/company/rescue-gr/,https://www.instagram.com/rescue_gr/,,,,,,,,,,,,,,,,,,10730051268,9/6/2024 6:10pm,,,Yes
Ομάδα Διάσωσης Δέλτα,https://rescueteamdelta.gr/,,,https://www.facebook.com/rescueteamdelta,https://www.linkedin.com/company/rescue-team-delta/,https://www.instagram.com/rescueteamdelta/,https://www.youtube.com/channel/UCXO0KgMO8D9HiN8bK5PLPwQ,,,,,,,,,,,,,,,,,10018938829,9/6/2024 6:10pm,,,Yes
Route Lab,https://routelab.gr/,,info@routelab.gr,https://www.facebook.com/RouteLabEvent,https://www.linkedin.com/company/routelab/,https://www.instagram.com/route_lab/,https://www.youtube.com/channel/UCCN9KykOikC9H0XcR0_YuWg,https://twitter.com/route_lab,,,,,,,,,,,,,,,,10021584576,9/6/2024 6:10pm,,,Yes
Safe On Road,https://safeonroad.gr/,,info@safeonroad.gr,https://www.facebook.com/SafeonRoadGR,,https://www.instagram.com/safeonroad/,,,,,,,,,,,,,,,http://www.ethelon.org/ngo/safe-on-road/,http://www.ethelon.org/ngo/safe-on-road/,,10418735302,9/6/2024 6:10pm,,,No
Safe Water Sports,https://safewatersports.com/,,,https://www.facebook.com/SafeWaterSports/,https://www.linkedin.com/company/safe-water-sports/,https://www.instagram.com/safe_water_sports/,https://www.youtube.com/channel/UCIknKFwFllVv5vUlX8w9Mkw,https://twitter.com/SafeWaterSport,,,,,,,,,,,,,,,,10218867953,9/6/2024 6:10pm,,,No
Samothraki Open Forum,https://samothrakiopenforum.com/,,,https://www.facebook.com/samothrakiopenforum/,https://www.linkedin.com/company/samothraki-open-forum/,https://www.instagram.com/samothraki_forum/,,https://twitter.com/samothrakiopen1,,,,,,,,,,,,,,,,10729994724,9/6/2024 6:10pm,,,No
Διάσωση Ακτής,https://savecoast.com/,,,,,,,,,,,,,https://www.activecitizensfund.gr/foreas/3688/,https://www.activecitizensfund.gr/foreas/3688/,,,,,,,,,10004084668,9/6/2024 6:10pm,,,No
Save Your Hood,https://saveyourhood.gr/,,info@saveyourhood.gr,https://www.facebook.com/saveyourhood.gr,https://www.linkedin.com/company/save-your-hood/,https://www.instagram.com/saveyourhood_gr,,,,https://www.youbehero.com/gr/cause/save-your-hood,https://www.youbehero.com/gr/cause/save-your-hood,,,,,,https://ngoheroes.gr/company/save-your-hood/,https://ngoheroes.gr/company/save-your-hood/,https://www.socialdynamo.gr/hosted_group/save-your-hood/,https://www.socialdynamo.gr/hosted_group/save-your-hood/,,,,9947964113,9/6/2024 6:10pm,,,No
SciCo - Επιστήμη Επικοινωνία,https://scico.gr/,,info@scico.gr,https://www.facebook.com/Making.Science.Simple/,https://www.linkedin.com/company/scico/,https://www.instagram.com/scicogreece/,https://www.youtube.com/c/SciCoMakingScienceSimple,https://twitter.com/scico_,,https://www.youbehero.com/gr/cause/scify-epistimi-gia-sena,https://www.youbehero.com/gr/cause/scify-epistimi-gia-sena,,,https://www.activecitizensfund.gr/foreas/epistimi-epikoinonia/,https://www.activecitizensfund.gr/foreas/epistimi-epikoinonia/,,https://ngoheroes.gr/company/scico/,https://ngoheroes.gr/company/scico/,,,http://www.ethelon.org/ngo/scico-science-communication/,http://www.ethelon.org/ngo/scico-science-communication/,,9948128714,9/6/2024 6:10pm,,,Yes
